"file","method","repoOps"
"C:\Project\HANES\apps\backend\src\modules\master\services\com-code.service.ts","Injectable","10"
"C:\Project\HANES\apps\backend\src\modules\num-rule\num-rule.service.ts","nextNumber","2"
"C:\Project\HANES\apps\backend\src\modules\system\services\pda-role.service.ts","Injectable","10"
